index,column,value,z_score,timestamp,method
25,co_gt,6.9,3.4603310570327017,2004-03-11 19:00:00,z_score
50,co_gt,6.6,3.2433209499673956,2004-03-12 20:00:00,z_score
111,co_gt,8.1,4.328371485293925,2004-03-15 09:00:00,z_score
121,co_gt,8.0,4.256034782938823,2004-03-15 19:00:00,z_score
122,co_gt,6.5,3.170984247612294,2004-03-15 20:00:00,z_score
159,co_gt,6.6,3.2433209499673956,2004-03-17 09:00:00,z_score
169,co_gt,7.6,3.9666879735184146,2004-03-17 19:00:00,z_score
170,co_gt,6.7,3.315657652322497,2004-03-17 20:00:00,z_score
183,co_gt,6.6,3.2433209499673956,2004-03-18 09:00:00,z_score
697,co_gt,6.3,3.0263108429020895,2004-04-08 19:00:00,z_score
865,co_gt,7.3,3.7496778664531085,2004-04-15 19:00:00,z_score
889,co_gt,6.4,3.0986475452571924,2004-04-16 19:00:00,z_score
1190,co_gt,7.2,3.677341164098007,2004-04-29 08:00:00,z_score
1201,co_gt,6.5,3.170984247612294,2004-04-29 19:00:00,z_score
1489,co_gt,6.3,3.0263108429020895,2004-05-11 19:00:00,z_score
1646,co_gt,6.5,3.170984247612294,2004-05-18 08:00:00,z_score
2174,co_gt,6.4,3.0986475452571924,2004-06-09 08:00:00,z_score
4537,co_gt,6.7,3.315657652322497,2004-09-15 19:00:00,z_score
4657,co_gt,6.5,3.170984247612294,2004-09-20 19:00:00,z_score
4670,co_gt,7.3,3.7496778664531085,2004-09-21 08:00:00,z_score
4848,co_gt,6.7,3.315657652322497,2004-09-28 18:00:00,z_score
4849,co_gt,7.5,3.894351271163313,2004-09-28 19:00:00,z_score
4873,co_gt,6.3,3.0263108429020895,2004-09-29 19:00:00,z_score
4895,co_gt,6.5,3.170984247612294,2004-09-30 17:00:00,z_score
4896,co_gt,6.3,3.0263108429020895,2004-09-30 18:00:00,z_score
5065,co_gt,6.7,3.315657652322497,2004-10-07 19:00:00,z_score
5066,co_gt,7.0,3.5326677593878033,2004-10-07 20:00:00,z_score
5375,co_gt,8.0,4.256034782938823,2004-10-20 17:00:00,z_score
5376,co_gt,7.7,4.039024675873517,2004-10-20 18:00:00,z_score
5377,co_gt,6.8,3.387994354677599,2004-10-20 19:00:00,z_score
5424,co_gt,8.4,4.545381592359231,2004-10-22 18:00:00,z_score
5425,co_gt,6.8,3.387994354677599,2004-10-22 19:00:00,z_score
5495,co_gt,7.9,4.183698080583721,2004-10-25 17:00:00,z_score
5496,co_gt,8.4,4.545381592359231,2004-10-25 18:00:00,z_score
5497,co_gt,8.0,4.256034782938823,2004-10-25 19:00:00,z_score
5498,co_gt,6.4,3.0986475452571924,2004-10-25 20:00:00,z_score
5519,co_gt,8.4,4.545381592359231,2004-10-26 17:00:00,z_score
5520,co_gt,9.5,5.3410853182653515,2004-10-26 18:00:00,z_score
5567,co_gt,6.5,3.170984247612294,2004-10-28 17:00:00,z_score
5640,co_gt,6.6,3.2433209499673956,2004-10-31 18:00:00,z_score
5684,co_gt,7.5,3.894351271163313,2004-11-02 14:00:00,z_score
5687,co_gt,6.8,3.387994354677599,2004-11-02 17:00:00,z_score
5688,co_gt,7.9,4.183698080583721,2004-11-02 18:00:00,z_score
5689,co_gt,8.0,4.256034782938823,2004-11-02 19:00:00,z_score
5690,co_gt,9.2,5.124075211200045,2004-11-02 20:00:00,z_score
5757,co_gt,8.0,4.256034782938823,2004-11-05 18:00:00,z_score
5830,co_gt,6.6,3.2433209499673956,2004-11-08 19:00:00,z_score
6040,co_gt,10.2,5.847442234751065,2004-11-17 18:00:00,z_score
6083,co_gt,7.5,3.894351271163313,2004-11-19 17:00:00,z_score
6084,co_gt,7.2,3.677341164098007,2004-11-19 18:00:00,z_score
6085,co_gt,8.3,4.473044890004129,2004-11-19 19:00:00,z_score
6086,co_gt,8.6,4.690054997069434,2004-11-19 20:00:00,z_score
6192,co_gt,6.8,3.387994354677599,2004-11-24 19:00:00,z_score
6235,co_gt,6.4,3.0986475452571924,2004-11-26 19:00:00,z_score
6236,co_gt,7.7,4.039024675873517,2004-11-26 20:00:00,z_score
6328,co_gt,6.3,3.0263108429020895,2004-11-30 19:00:00,z_score
6329,co_gt,6.8,3.387994354677599,2004-11-30 20:00:00,z_score
6374,co_gt,6.6,3.2433209499673956,2004-12-02 21:00:00,z_score
6394,co_gt,6.9,3.4603310570327017,2004-12-03 17:00:00,z_score
6611,co_gt,6.3,3.0263108429020895,2004-12-12 18:00:00,z_score
6855,co_gt,6.6,3.2433209499673956,2004-12-23 17:00:00,z_score
6868,co_gt,6.6,3.2433209499673956,2004-12-24 10:00:00,z_score
6869,co_gt,6.5,3.170984247612294,2004-12-24 11:00:00,z_score
6871,co_gt,6.9,3.4603310570327017,2004-12-24 13:00:00,z_score
6872,co_gt,7.9,4.183698080583721,2004-12-24 14:00:00,z_score
6874,co_gt,6.7,3.315657652322497,2004-12-24 16:00:00,z_score
6875,co_gt,6.8,3.387994354677599,2004-12-24 17:00:00,z_score
6876,co_gt,6.7,3.315657652322497,2004-12-24 18:00:00,z_score
6877,co_gt,6.4,3.0986475452571924,2004-12-24 19:00:00,z_score
6878,co_gt,6.8,3.387994354677599,2004-12-24 20:00:00,z_score
7778,co_gt,6.8,3.387994354677599,2005-01-31 19:00:00,z_score
7779,co_gt,6.8,3.387994354677599,2005-01-31 20:00:00,z_score
7815,co_gt,6.7,3.315657652322497,2005-02-02 09:00:00,z_score
7848,co_gt,6.7,3.315657652322497,2005-02-03 18:00:00,z_score
7849,co_gt,6.4,3.0986475452571924,2005-02-03 19:00:00,z_score
8276,co_gt,6.3,3.0263108429020895,2005-02-21 20:00:00,z_score
8779,co_gt,6.5,3.170984247612294,2005-03-14 19:00:00,z_score
8780,co_gt,6.5,3.170984247612294,2005-03-14 20:00:00,z_score
8803,co_gt,6.3,3.0263108429020895,2005-03-15 19:00:00,z_score
8804,co_gt,7.4,3.8220145688082114,2005-03-15 20:00:00,z_score
8947,co_gt,6.4,3.0986475452571924,2005-03-21 19:00:00,z_score
8996,co_gt,7.2,3.677341164098007,2005-03-23 20:00:00,z_score
9020,co_gt,7.5,3.894351271163313,2005-03-24 20:00:00,z_score
4491,nox_gt,891.0,3.3424278810376125,2004-09-13 21:00:00,z_score
5375,nox_gt,895.0,3.362936614933539,2004-10-20 17:00:00,z_score
5376,nox_gt,826.0,3.0091609552287992,2004-10-20 18:00:00,z_score
5496,nox_gt,860.0,3.183485193344178,2004-10-25 18:00:00,z_score
5519,nox_gt,918.0,3.4808618348351192,2004-10-26 17:00:00,z_score
5520,nox_gt,952.0,3.655186072950498,2004-10-26 18:00:00,z_score
5681,nox_gt,844.0,3.1014502577604706,2004-11-02 11:00:00,z_score
5690,nox_gt,859.0,3.1783580098701965,2004-11-02 20:00:00,z_score
5757,nox_gt,852.0,3.1424677255523243,2004-11-05 18:00:00,z_score
6008,nox_gt,892.0,3.347555064511594,2004-11-16 08:00:00,z_score
6009,nox_gt,839.0,3.075814340390562,2004-11-16 10:00:00,z_score
6035,nox_gt,878.0,3.2757744958758495,2004-11-17 12:00:00,z_score
6036,nox_gt,905.0,3.4142084496733567,2004-11-17 13:00:00,z_score
6038,nox_gt,858.0,3.173230826396215,2004-11-17 15:00:00,z_score
6039,nox_gt,839.0,3.075814340390562,2004-11-17 16:00:00,z_score
6053,nox_gt,992.0,3.860273411909768,2004-11-18 08:00:00,z_score
6054,nox_gt,870.0,3.2347570280839957,2004-11-18 12:00:00,z_score
6085,nox_gt,832.0,3.0399240560726897,2004-11-19 19:00:00,z_score
6086,nox_gt,881.0,3.291156046297795,2004-11-19 20:00:00,z_score
6108,nox_gt,870.0,3.2347570280839957,2004-11-20 18:00:00,z_score
6147,nox_gt,846.0,3.111704624708434,2004-11-22 09:00:00,z_score
6149,nox_gt,884.0,3.30653759671974,2004-11-22 11:00:00,z_score
6151,nox_gt,896.0,3.368063798407521,2004-11-22 13:00:00,z_score
6152,nox_gt,953.0,3.6603132564244802,2004-11-22 14:00:00,z_score
6153,nox_gt,980.0,3.798747210221987,2004-11-22 15:00:00,z_score
6154,nox_gt,884.0,3.30653759671974,2004-11-22 21:00:00,z_score
6165,nox_gt,920.0,3.4911162017830826,2004-11-23 08:00:00,z_score
6166,nox_gt,980.0,3.798747210221987,2004-11-23 09:00:00,z_score
6167,nox_gt,999.0,3.89616369622764,2004-11-23 12:00:00,z_score
6168,nox_gt,955.0,3.6705676233724436,2004-11-23 13:00:00,z_score
6169,nox_gt,933.0,3.557769586944845,2004-11-23 15:00:00,z_score
6170,nox_gt,898.0,3.3783181653554846,2004-11-23 16:00:00,z_score
6171,nox_gt,866.0,3.2142482941880686,2004-11-23 22:00:00,z_score
6191,nox_gt,865.0,3.209121110714087,2004-11-24 18:00:00,z_score
6192,nox_gt,936.0,3.5731511373667906,2004-11-24 19:00:00,z_score
6204,nox_gt,911.0,3.444971550517247,2004-11-25 08:00:00,z_score
6205,nox_gt,845.0,3.1065774412344522,2004-11-25 09:00:00,z_score
6228,nox_gt,864.0,3.2039939272401052,2004-11-26 08:00:00,z_score
6229,nox_gt,960.0,3.6962035407423524,2004-11-26 09:00:00,z_score
6230,nox_gt,856.0,3.1629764594482515,2004-11-26 11:00:00,z_score
6231,nox_gt,854.0,3.1527220925002877,2004-11-26 12:00:00,z_score
6232,nox_gt,854.0,3.1527220925002877,2004-11-26 13:00:00,z_score
6233,nox_gt,949.0,3.639804522528553,2004-11-26 14:00:00,z_score
6234,nox_gt,932.0,3.5526424034708635,2004-11-26 15:00:00,z_score
6235,nox_gt,866.0,3.2142482941880686,2004-11-26 19:00:00,z_score
6236,nox_gt,947.0,3.62955015558059,2004-11-26 20:00:00,z_score
6296,nox_gt,948.0,3.6346773390545715,2004-11-29 09:00:00,z_score
6297,nox_gt,1000.0,3.9012908797016217,2004-11-29 12:00:00,z_score
6342,nox_gt,849.0,3.1270861751303793,2004-12-01 09:00:00,z_score
6343,nox_gt,861.0,3.1886123768181602,2004-12-01 10:00:00,z_score
6347,nox_gt,933.0,3.557769586944845,2004-12-01 14:00:00,z_score
6348,nox_gt,836.0,3.060432789968617,2004-12-01 15:00:00,z_score
6349,nox_gt,987.0,3.834637494539859,2004-12-01 16:00:00,z_score
6350,nox_gt,985.0,3.824383127591896,2004-12-01 17:00:00,z_score
6365,nox_gt,860.0,3.183485193344178,2004-12-02 09:00:00,z_score
6374,nox_gt,964.0,3.716712274638279,2004-12-02 21:00:00,z_score
6386,nox_gt,928.0,3.532133669574937,2004-12-03 09:00:00,z_score
6387,nox_gt,897.0,3.3731909818815025,2004-12-03 10:00:00,z_score
6394,nox_gt,858.0,3.173230826396215,2004-12-03 17:00:00,z_score
6611,nox_gt,968.0,3.737221008534206,2004-12-12 18:00:00,z_score
6628,nox_gt,920.0,3.4911162017830826,2004-12-13 11:00:00,z_score
6648,nox_gt,920.0,3.4911162017830826,2004-12-14 10:00:00,z_score
6671,nox_gt,836.0,3.060432789968617,2004-12-15 12:00:00,z_score
6673,nox_gt,861.0,3.1886123768181602,2004-12-15 14:00:00,z_score
6674,nox_gt,842.0,3.0911958908125072,2004-12-15 15:00:00,z_score
6675,nox_gt,933.0,3.557769586944845,2004-12-15 16:00:00,z_score
6690,nox_gt,905.0,3.4142084496733567,2004-12-16 09:00:00,z_score
6691,nox_gt,849.0,3.1270861751303793,2004-12-16 10:00:00,z_score
6692,nox_gt,845.0,3.1065774412344522,2004-12-16 12:00:00,z_score
6694,nox_gt,873.0,3.250138578505941,2004-12-16 23:00:00,z_score
6703,nox_gt,854.0,3.1527220925002877,2004-12-17 08:00:00,z_score
6704,nox_gt,937.0,3.5782783208407722,2004-12-17 10:00:00,z_score
6705,nox_gt,963.0,3.7115850911642974,2004-12-17 11:00:00,z_score
6855,nox_gt,864.0,3.2039939272401052,2004-12-23 17:00:00,z_score
6856,nox_gt,825.0,3.0040337717548176,2004-12-23 22:00:00,z_score
7068,nox_gt,832.0,3.0399240560726897,2005-01-01 18:00:00,z_score
7155,nox_gt,830.0,3.0296696891247263,2005-01-05 09:00:00,z_score
7156,nox_gt,845.0,3.1065774412344522,2005-01-05 10:00:00,z_score
7157,nox_gt,992.0,3.860273411909768,2005-01-05 11:00:00,z_score
7158,nox_gt,977.0,3.783365659800042,2005-01-05 13:00:00,z_score
7237,nox_gt,833.0,3.0450512395466713,2005-01-08 20:00:00,z_score
7321,nox_gt,852.0,3.1424677255523243,2005-01-12 08:00:00,z_score
7323,nox_gt,910.0,3.4398443670432655,2005-01-12 10:00:00,z_score
7379,nox_gt,847.0,3.1168318081824156,2005-01-14 18:00:00,z_score
7464,nox_gt,839.0,3.075814340390562,2005-01-18 09:00:00,z_score
7466,nox_gt,999.0,3.89616369622764,2005-01-18 12:00:00,z_score
7467,nox_gt,939.0,3.5885326877887356,2005-01-18 18:00:00,z_score
7468,nox_gt,875.0,3.2603929454539045,2005-01-18 19:00:00,z_score
7507,nox_gt,854.0,3.1527220925002877,2005-01-20 10:00:00,z_score
7530,nox_gt,875.0,3.2603929454539045,2005-01-21 09:00:00,z_score
7533,nox_gt,841.0,3.086068707338525,2005-01-21 12:00:00,z_score
7534,nox_gt,827.0,3.014288138702781,2005-01-21 13:00:00,z_score
7541,nox_gt,983.0,3.8141287606439325,2005-01-21 20:00:00,z_score
7777,nox_gt,843.0,3.096323074286489,2005-01-31 18:00:00,z_score
7778,nox_gt,954.0,3.665440439898462,2005-01-31 19:00:00,z_score
7779,nox_gt,984.0,3.819255944117914,2005-01-31 20:00:00,z_score
7791,nox_gt,896.0,3.368063798407521,2005-02-01 08:00:00,z_score
7792,nox_gt,966.0,3.726966641586243,2005-02-01 09:00:00,z_score
7793,nox_gt,878.0,3.2757744958758495,2005-02-01 10:00:00,z_score
7794,nox_gt,985.0,3.824383127591896,2005-02-01 11:00:00,z_score
7815,nox_gt,883.0,3.3014104132457582,2005-02-02 09:00:00,z_score
7839,nox_gt,975.0,3.7731112928520782,2005-02-03 09:00:00,z_score
7840,nox_gt,947.0,3.62955015558059,2005-02-03 10:00:00,z_score
7848,nox_gt,980.0,3.798747210221987,2005-02-03 18:00:00,z_score
7849,nox_gt,966.0,3.726966641586243,2005-02-03 19:00:00,z_score
7862,nox_gt,887.0,3.3219191471416853,2005-02-04 08:00:00,z_score
8035,nox_gt,872.0,3.245011395031959,2005-02-11 14:00:00,z_score
8058,nox_gt,851.0,3.1373405420783427,2005-02-12 18:00:00,z_score
8059,nox_gt,903.0,3.403954082725393,2005-02-12 19:00:00,z_score
8060,nox_gt,952.0,3.655186072950498,2005-02-12 20:00:00,z_score
8061,nox_gt,894.0,3.3578094314595575,2005-02-12 21:00:00,z_score
8062,nox_gt,839.0,3.075814340390562,2005-02-12 22:00:00,z_score
8144,nox_gt,854.0,3.1527220925002877,2005-02-16 08:00:00,z_score
8515,nox_gt,907.0,3.42446281662132,2005-03-03 19:00:00,z_score
8529,nox_gt,959.0,3.6910763572683707,2005-03-04 09:00:00,z_score
8625,nox_gt,867.0,3.2193754776620507,2005-03-08 09:00:00,z_score
8648,nox_gt,877.0,3.270647312401868,2005-03-09 08:00:00,z_score
8649,nox_gt,900.0,3.388572532303448,2005-03-09 09:00:00,z_score
8672,nox_gt,863.0,3.1988667437661236,2005-03-10 08:00:00,z_score
8804,nox_gt,841.0,3.086068707338525,2005-03-15 20:00:00,z_score
8996,nox_gt,874.0,3.255265761979923,2005-03-23 20:00:00,z_score
9020,nox_gt,847.0,3.1168318081824156,2005-03-24 20:00:00,z_score
6042,no2_gt,267.0,3.2647686256226978,2004-11-17 21:00:00,z_score
7769,no2_gt,283.0,3.602117028720053,2005-01-31 10:00:00,z_score
7770,no2_gt,256.0,3.0328415984932664,2005-01-31 11:00:00,z_score
7771,no2_gt,261.0,3.13826297446119,2005-01-31 12:00:00,z_score
7777,no2_gt,270.0,3.328021451203452,2005-01-31 18:00:00,z_score
7778,no2_gt,285.0,3.644285579107222,2005-01-31 19:00:00,z_score
7779,no2_gt,282.0,3.581032753526468,2005-01-31 20:00:00,z_score
7838,no2_gt,275.0,3.4334428271713753,2005-02-03 08:00:00,z_score
7839,no2_gt,309.0,4.150308183753254,2005-02-03 09:00:00,z_score
7840,no2_gt,322.0,4.424403761269855,2005-02-03 10:00:00,z_score
7841,no2_gt,333.0,4.656330788399287,2005-02-03 11:00:00,z_score
7862,no2_gt,306.0,4.0870553581725,2005-02-04 08:00:00,z_score
7863,no2_gt,301.0,3.9816339822045768,2005-02-04 09:00:00,z_score
7864,no2_gt,274.0,3.412358551977791,2005-02-04 10:00:00,z_score
7886,no2_gt,283.0,3.602117028720053,2005-02-05 08:00:00,z_score
7887,no2_gt,310.0,4.171392458946839,2005-02-05 09:00:00,z_score
7935,no2_gt,281.0,3.5599484783328834,2005-02-07 09:00:00,z_score
8007,no2_gt,289.0,3.728622679881561,2005-02-10 09:00:00,z_score
8029,no2_gt,267.0,3.2647686256226978,2005-02-11 08:00:00,z_score
8030,no2_gt,296.0,3.8762126062366535,2005-02-11 09:00:00,z_score
8031,no2_gt,291.0,3.7707912302687303,2005-02-11 10:00:00,z_score
8032,no2_gt,276.0,3.45452710236496,2005-02-11 11:00:00,z_score
8035,no2_gt,275.0,3.4334428271713753,2005-02-11 14:00:00,z_score
8060,no2_gt,265.0,3.2226000752355284,2005-02-12 20:00:00,z_score
8061,no2_gt,262.0,3.1593472496547745,2005-02-12 21:00:00,z_score
8144,no2_gt,288.0,3.707538404687976,2005-02-16 08:00:00,z_score
8145,no2_gt,260.0,3.117178699267605,2005-02-16 09:00:00,z_score
8276,no2_gt,283.0,3.602117028720053,2005-02-21 20:00:00,z_score
8288,no2_gt,295.0,3.855128331043069,2005-02-22 08:00:00,z_score
8290,no2_gt,255.0,3.011757323299682,2005-02-22 10:00:00,z_score
8336,no2_gt,267.0,3.2647686256226978,2005-02-24 08:00:00,z_score
8337,no2_gt,269.0,3.306937176009867,2005-02-24 09:00:00,z_score
8344,no2_gt,267.0,3.2647686256226978,2005-02-24 16:00:00,z_score
8345,no2_gt,262.0,3.1593472496547745,2005-02-24 17:00:00,z_score
8346,no2_gt,270.0,3.328021451203452,2005-02-24 18:00:00,z_score
8347,no2_gt,260.0,3.117178699267605,2005-02-24 19:00:00,z_score
8348,no2_gt,265.0,3.2226000752355284,2005-02-24 20:00:00,z_score
8349,no2_gt,262.0,3.1593472496547745,2005-02-24 21:00:00,z_score
50,c6h6_gt,32.6,3.088162083280008,2004-03-12 20:00:00,z_score
111,c6h6_gt,36.7,3.6491768693612823,2004-03-15 09:00:00,z_score
120,c6h6_gt,32.1,3.0197456459530234,2004-03-15 18:00:00,z_score
121,c6h6_gt,39.2,3.9912590559962053,2004-03-15 19:00:00,z_score
159,c6h6_gt,36.4,3.608127006965091,2004-03-17 09:00:00,z_score
169,c6h6_gt,38.4,3.8817927562730294,2004-03-17 19:00:00,z_score
170,c6h6_gt,35.1,3.4302442699149314,2004-03-17 20:00:00,z_score
183,c6h6_gt,35.8,3.526027282172709,2004-03-18 09:00:00,z_score
638,c6h6_gt,33.7,3.2386782453993743,2004-04-06 08:00:00,z_score
865,c6h6_gt,33.7,3.2386782453993743,2004-04-15 19:00:00,z_score
998,c6h6_gt,40.3,4.141775218115571,2004-04-21 08:00:00,z_score
1008,c6h6_gt,32.5,3.0744787958146107,2004-04-21 18:00:00,z_score
1009,c6h6_gt,33.6,3.224994957933977,2004-04-21 19:00:00,z_score
1033,c6h6_gt,35.0,3.416560982449534,2004-04-22 19:00:00,z_score
1057,c6h6_gt,32.5,3.0744787958146107,2004-04-23 19:00:00,z_score
1190,c6h6_gt,36.2,3.5807604320342974,2004-04-29 08:00:00,z_score
1201,c6h6_gt,32.6,3.088162083280008,2004-04-29 19:00:00,z_score
1454,c6h6_gt,35.2,3.443927557380328,2004-05-10 08:00:00,z_score
1489,c6h6_gt,34.3,3.320777970191755,2004-05-11 19:00:00,z_score
1502,c6h6_gt,37.4,3.74495988161906,2004-05-12 08:00:00,z_score
1646,c6h6_gt,38.9,3.950209193600014,2004-05-18 08:00:00,z_score
1670,c6h6_gt,36.7,3.6491768693612823,2004-05-19 08:00:00,z_score
1694,c6h6_gt,32.9,3.1292119456761984,2004-05-20 08:00:00,z_score
1839,c6h6_gt,40.2,4.128091930650174,2004-05-26 09:00:00,z_score
1862,c6h6_gt,34.4,3.334461257657152,2004-05-27 08:00:00,z_score
2150,c6h6_gt,36.1,3.5670771445689002,2004-06-08 08:00:00,z_score
2174,c6h6_gt,36.9,3.6765434442920752,2004-06-09 08:00:00,z_score
2630,c6h6_gt,32.4,3.060795508349214,2004-06-28 08:00:00,z_score
2654,c6h6_gt,33.5,3.21131167046858,2004-06-29 08:00:00,z_score
3158,c6h6_gt,37.3,3.731276594153663,2004-07-20 08:00:00,z_score
3206,c6h6_gt,35.6,3.498660707241916,2004-07-22 08:00:00,z_score
4190,c6h6_gt,35.2,3.443927557380328,2004-09-01 08:00:00,z_score
4238,c6h6_gt,34.5,3.3481445451225493,2004-09-03 08:00:00,z_score
4359,c6h6_gt,34.5,3.3481445451225493,2004-09-08 09:00:00,z_score
4392,c6h6_gt,32.3,3.047112220883817,2004-09-09 18:00:00,z_score
4478,c6h6_gt,32.1,3.0197456459530234,2004-09-13 08:00:00,z_score
4489,c6h6_gt,35.9,3.5397105696381064,2004-09-13 19:00:00,z_score
4502,c6h6_gt,32.1,3.0197456459530234,2004-09-14 08:00:00,z_score
4646,c6h6_gt,32.2,3.0334289334184206,2004-09-20 08:00:00,z_score
4657,c6h6_gt,34.9,3.402877694984137,2004-09-20 19:00:00,z_score
4670,c6h6_gt,41.2,4.264924805304144,2004-09-21 08:00:00,z_score
4694,c6h6_gt,34.3,3.320777970191755,2004-09-22 08:00:00,z_score
4742,c6h6_gt,34.0,3.279728107795565,2004-09-24 08:00:00,z_score
4848,c6h6_gt,36.9,3.6765434442920752,2004-09-28 18:00:00,z_score
4849,c6h6_gt,39.3,4.004942343461601,2004-09-28 19:00:00,z_score
4873,c6h6_gt,34.1,3.293411395260962,2004-09-29 19:00:00,z_score
4886,c6h6_gt,36.3,3.5944437194996937,2004-09-30 08:00:00,z_score
4895,c6h6_gt,35.9,3.5397105696381064,2004-09-30 17:00:00,z_score
4896,c6h6_gt,34.0,3.279728107795565,2004-09-30 18:00:00,z_score
4921,c6h6_gt,33.7,3.2386782453993743,2004-10-01 19:00:00,z_score
4992,c6h6_gt,41.6,4.319657955165732,2004-10-04 18:00:00,z_score
4993,c6h6_gt,44.7,4.743839866593036,2004-10-04 19:00:00,z_score
5016,c6h6_gt,40.5,4.169141793046365,2004-10-05 18:00:00,z_score
5017,c6h6_gt,41.6,4.319657955165732,2004-10-05 19:00:00,z_score
5030,c6h6_gt,32.0,3.0060623584876263,2004-10-06 08:00:00,z_score
5041,c6h6_gt,44.0,4.648056854335257,2004-10-06 19:00:00,z_score
5054,c6h6_gt,37.1,3.7039100192228696,2004-10-07 08:00:00,z_score
5065,c6h6_gt,37.1,3.7039100192228696,2004-10-07 19:00:00,z_score
5066,c6h6_gt,35.7,3.512343994707313,2004-10-07 20:00:00,z_score
5327,c6h6_gt,36.5,3.621810294430488,2004-10-18 17:00:00,z_score
5328,c6h6_gt,38.8,3.9365259061346167,2004-10-18 18:00:00,z_score
5329,c6h6_gt,32.3,3.047112220883817,2004-10-18 19:00:00,z_score
5342,c6h6_gt,37.9,3.8133763189460446,2004-10-19 08:00:00,z_score
5366,c6h6_gt,37.9,3.8133763189460446,2004-10-20 08:00:00,z_score
5375,c6h6_gt,43.7,4.607006991939067,2004-10-20 17:00:00,z_score
5376,c6h6_gt,40.0,4.10072535571938,2004-10-20 18:00:00,z_score
5377,c6h6_gt,35.9,3.5397105696381064,2004-10-20 19:00:00,z_score
5401,c6h6_gt,34.8,3.38919440751874,2004-10-21 19:00:00,z_score
5424,c6h6_gt,40.0,4.10072535571938,2004-10-22 18:00:00,z_score
5425,c6h6_gt,35.1,3.4302442699149314,2004-10-22 19:00:00,z_score
5494,c6h6_gt,32.0,3.0060623584876263,2004-10-25 16:00:00,z_score
5495,c6h6_gt,46.3,4.962772466039386,2004-10-25 17:00:00,z_score
5496,c6h6_gt,44.5,4.716473291662242,2004-10-25 18:00:00,z_score
5497,c6h6_gt,41.0,4.23755823037335,2004-10-25 19:00:00,z_score
5498,c6h6_gt,32.5,3.0744787958146107,2004-10-25 20:00:00,z_score
5518,c6h6_gt,32.8,3.1155286582108013,2004-10-26 16:00:00,z_score
5519,c6h6_gt,45.9,4.908039316177799,2004-10-26 17:00:00,z_score
5520,c6h6_gt,52.1,5.756403139032408,2004-10-26 18:00:00,z_score
5521,c6h6_gt,36.6,3.635493581895885,2004-10-26 19:00:00,z_score
5567,c6h6_gt,35.3,3.4576108448457243,2004-10-28 17:00:00,z_score
5681,c6h6_gt,32.9,3.1292119456761984,2004-11-02 11:00:00,z_score
5684,c6h6_gt,37.9,3.8133763189460446,2004-11-02 14:00:00,z_score
5685,c6h6_gt,32.3,3.047112220883817,2004-11-02 15:00:00,z_score
5687,c6h6_gt,38.0,3.8270596064114417,2004-11-02 17:00:00,z_score
5688,c6h6_gt,44.1,4.661740141800655,2004-11-02 18:00:00,z_score
5689,c6h6_gt,44.9,4.771206441523829,2004-11-02 19:00:00,z_score
5690,c6h6_gt,48.2,5.222754927881929,2004-11-02 20:00:00,z_score
5735,c6h6_gt,33.0,3.1428952331415956,2004-11-04 19:00:00,z_score
5749,c6h6_gt,37.9,3.8133763189460446,2004-11-05 09:00:00,z_score
5757,c6h6_gt,42.8,4.483857404750494,2004-11-05 18:00:00,z_score
6040,c6h6_gt,47.7,5.154338490554944,2004-11-17 18:00:00,z_score
6147,c6h6_gt,50.7,5.564837114516852,2004-11-22 09:00:00,z_score
6148,c6h6_gt,63.7,7.3436644850184525,2004-11-22 10:00:00,z_score
6192,c6h6_gt,33.3,3.1839450955377857,2004-11-24 19:00:00,z_score
6236,c6h6_gt,37.7,3.7860097440152516,2004-11-26 20:00:00,z_score
6394,c6h6_gt,32.6,3.088162083280008,2004-12-03 17:00:00,z_score
7541,c6h6_gt,38.1,3.840742893876839,2005-01-21 20:00:00,z_score
7848,c6h6_gt,32.4,3.060795508349214,2005-02-03 18:00:00,z_score
8099,c6h6_gt,33.9,3.2660448203301677,2005-02-14 11:00:00,z_score
8804,c6h6_gt,33.5,3.21131167046858,2005-03-15 20:00:00,z_score
8995,c6h6_gt,32.6,3.088162083280008,2005-03-23 19:00:00,z_score
8996,c6h6_gt,32.0,3.0060623584876263,2005-03-23 20:00:00,z_score
9020,c6h6_gt,35.5,3.4849774197765186,2005-03-24 20:00:00,z_score
